829	5143	22
832	837	28
832	5159	31
834	841	30
834	835	32
835	836	31
836	837	31
132	838	29
838	839	30
839	1760	30
841	1760	31
842	843	7
843	846	6
842	845	7
846	847	4
848	849	42
849	850	40
850	851	41
851	852	41
537	853	5
853	4794	7
856	4765	5
858	6330	25
860	861	31
861	862	33
862	5370	29
863	864	31
864	865	30
865	866	30
866	867	30
867	868	31
868	869	29
869	870	30
870	871	29
871	872	30
875	876	4
877	880	29
877	878	31
878	8077	33
879	882	32
879	880	31
881	882	29
885	6660	61
885	886	63
886	887	9
885	887	9
889	3988	26
889	4690	63
888	5564	63
5564	9205	9
5565	8160	25
901	3115	36
903	2202	26
904	1486	4
908	4190	21
908	4216	61
910	5514	21
910	7519	4
913	6328	23
914	6676	7
915	7812	55
915	8799	15
915	7826	42
915	4747	17
915	3004	30
915	7558	5
916	2425	58
921	3085	63
922	5699	12
922	923	12
924	925	29
925	926	29
926	927	30
927	5636	32
928	5691	9
928	5697	10
930	931	31
924	931	32
932	934	17
933	6749	16
933	934	19
935	4630	25
936	6731	61
940	5546	5
940	5536	5
940	2201	2
940	5805	5
940	6596	5
940	2592	2
940	7057	5
940	5662	5
940	7549	4
940	7027	5
940	2077	5
940	4940	5
941	8716	14
942	1907	6
942	943	7
943	944	7
945	946	5
947	948	6
949	4699	7
950	6115	45
952	5731	9
952	8520	57
954	7522	6
956	8474	2
959	4563	12
959	3926	3
959	4612	15
959	960	17
960	961	16
970	978	11
971	9119	62
974	4974	63
976	982	11
978	981	8
979	2758	60
981	1705	10
983	984	14
984	985	9
985	986	11
986	987	8
987	988	8
989	990	7
6139	8480	9
6139	8836	7
991	992	12
992	4094	13
993	3604	25
993	2076	25
996	997	11
997	5473	10
998	1201	10
1004	1201	14
1000	1001	14
998	1001	11
1002	1003	10
996	1003	10
1004	1005	11
1002	1005	10
1948	7908	30
1009	1010	7
1011	1014	6
1011	1012	6
1010	7035	6
1729	2013	5
1024	5739	44
916	1025	46
823	1025	62
1027	7522	62
1032	5657	21
1033	9027	3
1036	6711	16
1036	2307	3
1037	3521	24
1039	1040	36
1040	1041	37
1041	1042	35
223	1046	8
1046	7134	19
1054	8481	2
1054	8515	25
1054	9129	27
1055	9382	57
1056	1061	10
1057	6023	7
1058	1118	62
1058	9122	44
1059	1060	10
1060	1065	11
1061	1062	9
1059	1062	11
1063	1064	9
1065	1066	8
1063	1066	10
128	1068	10
1072	8643	3
1080	4553	26
1083	6639	63
1094	4779	8
1096	7222	3
5596	6813	8
1102	6596	6
1102	8284	14
1102	4884	38
1102	3985	36
81	1102	37
1104	5683	59
1109	8824	2
1110	4642	19
6644	6857	6
6857	7518	14
6857	8231	2
6326	6857	6
1117	2394	45
1121	8657	14
1127	4131	3
1127	3487	7
1127	2365	4
1127	4187	5
1127	6392	5
1127	2016	6
669	1129	9
1131	4764	13
1131	3372	23
1134	5451	25
1137	4577	60
1143	1144	9
1146	1147	40
1147	1148	40
1148	1149	42
1149	1150	41
1150	1151	43
1151	1152	40
1152	1153	41
1153	2672	43
1156	1157	40
1146	1157	43
1158	7128	16
1159	7129	31
1161	7129	28
1161	9070	29
1163	7131	9
3803	7133	14
2608	7133	17
1165	7133	16
1158	1165	17
1171	8013	60
1172	4603	63
1179	1186	28
1179	1180	30
1180	1181	30
1181	1182	30
1183	7206	30
1185	7206	29
1185	1186	28
1758	1759	35
1182	1187	29
1188	1657	26
1188	3244	26
1190	8280	25
1191	2560	15
1191	5344	41
1191	1192	43
1193	1196	39
1193	1194	43
1192	1195	42
1195	1196	41
1197	1200	38
1197	1198	41
1194	1199	37
256	1199	3
1199	1200	41
1205	1235	34
1207	4696	9
1207	4813	37
1209	7240	2
1215	1216	8
1216	7217	9
1221	8865	14
1221	1519	25
5857	7513	32
1229	1991	25
1230	6709	26
1233	6811	4
1235	8267	33
1235	2580	6
1235	5378	24
1235	3919	32
1235	3270	2
1235	3487	14
1235	7361	18
1235	5421	10
1235	4187	26
452	7559	4
1237	1794	24
1239	5768	11
1241	1242	4
1242	1687	5
7570	7571	10
1246	1247	6
1241	1247	7
1907	7576	6
4259	7580	25
1947	7580	7
1250	1251	6
1244	1251	4
1253	2292	22
1254	8469	2
1255	4855	28
1126	7641	63
1258	1259	6
1260	2699	29
1267	7473	4
1269	6538	23
1270	8191	4
1283	6024	8
545	1283	27
1286	3067	61
1291	2447	3
1291	3946	2
1295	1296	17
1296	1297	19
1297	1298	18
1299	1300	14
1300	1301	18
1301	1302	19
1302	1303	20
1303	1304	16
1304	5516	20
1308	1309	5
1309	1315	7
1311	1312	6
1313	1314	6
1315	1316	7
1318	5683	60
1358	1361	30
1363	1364	24
1364	1365	24
1365	1366	21
1366	1367	22
1370	5154	63
1371	9252	8
1372	1791	5
1373	5563	38
1373	9282	57
1374	1375	5
1795	3573	5
1795	5546	5
1795	5536	5
1795	7549	5
1795	2592	5
1795	2201	4
1795	5805	5
1795	7057	5
940	1795	4
1795	4143	4
1795	7027	5
241	1795	4
1795	7533	5
1795	3844	7
1376	8367	42
7130	8367	41
1378	9402	59
1380	5321	17
1381	2030	57
1381	9398	6
8073	8381	41
1384	8388	40
8379	8388	37
1384	8392	40
1402	5051	61
1405	4772	35
1406	6389	9
1407	4466	63
1415	6865	49
1416	7597	5
1418	3597	58
1418	4905	59
91	1418	58
1420	6392	25
1423	6730	63
1426	1429	22
1426	1427	20
1428	1431	22
1428	1429	21
1430	1433	25
1430	1431	22
1424	1432	23
1432	1433	23
1434	5927	21
1438	3926	3
1439	2782	2
1443	8720	18
1444	6233	17
1447	8728	15
1449	8731	13
1451	1452	17
1452	1453	17
1454	4856	40
1456	1459	41
1456	1457	41
1458	1461	41
1458	1459	40
1460	1463	41
1460	1461	41
694	7389	42
1457	1464	41
1464	1465	42
1466	1473	16
1466	1467	17
1467	1468	20
1468	1469	17
7979	8851	10
1470	1471	16
1471	1472	16
1472	1473	18
818	8869	31
8557	8869	11
979	8869	9
7740	8869	21
8484	8869	26
667	8869	26
654	8869	51
1742	8869	14
1475	1476	15
1479	7518	6
1109	1482	4
1482	2551	2
1482	5253	2
1482	2162	5
1121	1483	20
1486	7714	32
1488	1619	18
1362	1492	23
1493	6260	10
1496	1497	31
1497	6288	31
1498	1499	30
1496	1499	31
1500	1501	29
1498	1501	33
1502	1503	31
1500	1503	32
1504	1505	33
1502	1505	31
1521	6434	11
1507	4616	63
5151	9252	14
1512	1820	29
1513	1514	6
4405	5497	2
97	4405	58
4405	7995	59
1821	1822	32
1523	7789	61
1523	4195	63
1528	6622	17
1528	1529	19
1529	1530	17
1530	1531	16
1531	1532	16
1532	1533	18
1533	1534	16
1534	1535	16
1536	1537	15
1538	1539	16
1540	1692	7
2784	9311	9
1550	9343	17
1550	1551	16
1551	9347	16
1553	9347	15
1553	1554	18
1554	1555	17
1555	1556	15
1556	1557	18
1558	1570	43
1558	1559	40
1559	1560	41
1560	1561	41
1561	1562	42
1562	1563	42
1563	1564	43
1564	1565	42
1568	3903	56
622	1569	41
1569	1570	42
1571	8046	62
3325	3326	15
1577	3326	20
1577	1578	20
1579	4905	9
90	1579	5
1579	7136	11
1581	5565	63
1584	7919	62
1586	8226	60
1590	9369	40
1591	2794	62
1594	1595	22
1596	1597	10
1598	1599	11
1596	1599	10
1598	1601	8
1602	1603	11
1604	4289	33
1607	4907	15
224	1607	23
1607	9403	23
1607	4940	3
292	7506	15
1616	3043	7
1616	8387	10
1618	3250	20
1231	1620	36
1621	6236	4
1623	8486	2
1625	5586	55
1633	1634	29
1634	1639	30
1635	1636	29
1633	1636	29
1637	1638	30
1638	1641	28
1639	1640	29
1637	1640	30
1641	1642	30
1642	7482	29
750	1644	12
1644	8725	12
1650	4489	63
1651	1908	63
1658	2105	4
1604	1659	33
1659	4289	61
1659	6057	33
1675	1676	19
1676	1677	19
1677	1678	18
1678	3541	20
1679	1680	19
1680	1681	19
1681	1682	18
1675	1682	18
1683	1684	16
1679	1684	17
1685	1896	12
6456	6457	24
1691	7475	23
715	1693	20
1694	6519	29
1695	6347	4
1695	2431	5
1695	2758	2
1695	5375	39
1695	7019	5
1695	3696	6
1695	8191	24
1701	8626	19
1701	1702	18
1703	1704	12
1704	7642	7
976	1705	10
1709	1712	17
1709	1710	16
1711	1714	17
1711	1712	19
1713	1716	19
1713	1714	15
1702	1715	18
1715	1716	17
995	1722	42
1722	1726	42
1723	3662	60
1007	1724	16
1007	1730	41
1724	1727	41
5485	5542	40
5542	7812	10
256	1730	26
1730	1731	11
1194	1731	9
1731	5485	41
833	8060	19
833	8322	12
1748	1842	34
1843	1844	36
81	1737	4
1742	2758	60
1747	1907	6
305	4903	2
163	4903	3
2218	4903	47
4903	7573	2
1753	2907	19
1755	4070	23
1756	1759	38
1761	3483	17
1766	5081	7
914	1767	5
1767	6676	23
1768	9029	63
1770	1778	18
1771	3469	16
1771	1772	17
1772	1773	17
1773	1774	19
1774	1775	18
1775	1776	19
1776	1777	15
1777	1778	19
1287	2784	2
1783	4610	4
1783	8579	23
1783	7023	25
239	1786	10
244	1788	10
1790	5725	55
1791	1796	5
1792	1793	5
1796	1797	8
1374	1797	6
1844	1845	36
1800	1801	12
1803	1804	17
1804	1805	17
1805	1806	16
1806	1807	15
1807	1808	16
1808	1809	16
1809	1810	16
1810	1811	17
1811	1812	16
1812	7851	17
1816	1817	29
1817	1818	32
1818	1823	29
1820	1821	29
1892	5168	25
1815	1822	32
1519	8436	13
1824	2466	33
1829	2113	24
1832	4230	13
1833	1834	40
1834	1835	41
1835	1836	41
1835	2774	13
1836	1837	41
1837	1838	41
1838	1839	41
1732	1734	6
1842	1843	36
280	1735	6
280	2604	6
1732	1846	6
4032	4033	17
1855	1858	15
1855	1856	15
1857	1864	17
1857	1858	15
1859	1862	17
1859	1860	17
1856	1861	16
1861	1862	16
1863	6653	18
1863	1864	19
1867	7243	52
1883	1886	12
1883	1884	9
1885	1886	11
1890	4606	58
1890	4131	63
1890	7097	59
1890	4187	63
1891	2227	43
1895	8267	16
1895	5378	10
1235	1895	24
1895	3919	18
1895	2554	2
1895	3270	11
1895	4187	21
1903	1904	29
1906	7173	20
1907	7133	18
1908	3586	22
3754	3755	9
1910	1911	43
1911	6042	41
1910	1912	42
1920	8428	2
1922	8657	13
1925	3925	19
2292	2894	19
1927	2077	6
940	1927	5
1927	2344	63
1927	9225	5
1927	2365	5
1927	4770	2
1931	3182	11
1932	9203	19
1934	9352	41
1938	2167	24
1943	8300	9
1943	5156	15
1944	8670	49
1944	4885	61
1947	7368	5
382	1947	8
1950	1951	11
1951	1952	14
278	1954	17
2616	9114	12
1959	2628	10
1961	2624	11
1961	2625	11
1963	2625	10
1963	2616	11
963	1965	19
1446	1968	5
1968	7534	5
1969	6863	62
1976	1977	37
1978	1979	39
1976	1979	36
1980	1981	35
1978	1981	37
1982	1983	37
1980	1983	38
1984	1985	37
1982	1985	36
1991	4849	63
1992	1993	36
1993	2001	37
1994	1995	38
1992	1995	37
1996	1997	38
1994	1997	35
1998	1999	37
3021	8870	3
2000	5926	19
2001	2002	37
2002	7491	36
2003	5163	63
1307	2004	63
2015	8986	21
2016	6135	23
2016	3070	60
1890	2016	57
231	2017	30
3099	4966	28
2033	2037	6
2034	2035	5
4971	7237	19
2039	7238	24
2041	8284	4
2043	2143	4
2043	6139	4
2045	6811	26
2047	4080	3
215	2047	2
3166	3167	7
1611	3169	6
1611	3173	6
3173	3176	7
3166	3176	4
3178	3180	5
3181	3183	6
2065	4421	26
3247	7161	10
2076	3799	12
2076	4294	3
2077	5519	5
2077	2596	5
2077	6216	8
2077	2817	7
2077	4907	5
2077	6596	5
2077	6939	5
2077	7518	6
2077	3939	4
1490	2077	5
2077	8840	4
2077	5991	5
2080	7110	63
2080	3838	13
2080	5656	2
2085	2697	63
2088	5520	24
1441	3336	12
2090	2091	13
2091	2092	9
2092	2093	10
2093	2094	10
2094	2095	9
2095	2096	10
676	2097	62
2100	2101	19
2100	2102	16
2103	6957	40
2104	5497	5
2105	3788	5
2107	2445	23
2107	8405	62
2109	4189	63
2112	8817	52
2113	4740	62
2114	2743	7
2116	2117	22
2117	2118	21
2118	2119	22
2119	3591	22
2120	2121	22
2039	2121	23
2122	2123	10
2123	2124	10
2124	2125	12
2125	2126	11
2126	2127	10
2127	2128	10
2128	2129	10
2129	2130	10
2130	2131	14
1899	2137	6
2138	3060	8
2141	6262	39
2145	2146	42
2146	6313	41
2147	2148	43
2145	2148	41
2149	2150	39
2147	2150	39
2149	2152	41
2153	2154	43
2151	2154	41
2155	4609	25
2156	8795	24
3704	8799	5
3704	7558	4
2169	5777	18
1377	2172	25
2175	7409	29
2175	2176	30
2177	2180	30
2177	2178	29
2179	2182	29
2179	2180	30
2181	2184	26
2181	2182	29
2176	2183	30
2183	2184	29
1240	4097	59
2197	5515	2
2200	4328	37
2163	2201	3
2205	6271	11
2206	2207	17
2207	2210	17
2208	2209	16
2209	2214	17
2210	2211	17
2208	2211	17
2212	2213	16
2213	2732	10
2213	7178	5
2214	2215	15
2212	2215	17
2217	7419	18
2218	8170	2
2224	8135	32
2224	2225	33
2230	5708	6
586	2231	6
2232	8133	28
2233	4269	42
2242	7874	2
3267	6519	30
4631	4654	20
4631	4634	17
538	4634	58
4634	6391	54
3643	4634	59
2262	7529	37
2272	8153	35
2281	6551	5
6552	8064	63
2285	3524	26
2285	3163	53
1261	2293	4
628	2293	21
2293	4051	20
2293	4606	7
2295	3556	37
2077	2296	5
241	2296	16
2296	9225	4
2296	2365	5
2297	6379	52
2298	6676	41
3597	4948	3
4905	4948	4
729	4948	4
4948	6824	2
91	4948	4
3118	4948	3
137	2307	55
2308	4996	64
2308	7517	2
2308	6778	2
2308	4922	15
2114	2309	25
2310	3101	32
2314	2317	22
2314	4402	3
2315	4687	9
2314	2315	20
2315	5906	6
2316	2317	22
559	2321	61
2242	2321	61
2321	4331	52
2323	2326	16
5067	5104	4
2325	2328	20
2325	2326	18
2327	2330	18
2327	2328	16
2329	2330	17
2333	2340	38
2333	2334	37
2334	2335	36
2335	2336	39
2337	2338	37
2338	2339	36
2339	2340	38
1506	2341	12
2347	6844	26
2350	2884	8
2350	3559	6
2362	8396	56
2362	8486	5
2365	5519	4
2365	2596	5
2365	6216	6
2365	2817	5
2365	7518	7
2365	3939	3
2365	6596	6
2365	6939	5
2365	4907	7
1490	2365	5
2365	5991	6
374	2366	9
2371	9163	37
2371	3099	19
530	2371	60
2374	5712	25
2375	8396	56
2375	8486	5
2375	7719	5
2375	8977	8
2378	4415	16
2378	2379	16
50	2380	25
2381	2384	17
2381	2382	18
2379	2383	16
2383	2384	17
2385	2388	18
3479	3482	30
2382	2387	17
2387	2388	17
2389	2392	18
2390	2391	16
2391	7423	6
1453	2391	7
2392	2393	12
2390	2393	17
3481	3484	29
2395	2406	5
2395	2396	4
1047	2397	26
3433	3483	8
2471	5421	3
2401	3395	7
2401	5432	6
2403	5432	6
2404	2405	5
2405	2406	6
2556	8097	11
4851	8097	12
2996	6580	6
2422	2423	10
2077	5536	5
798	5536	2
5536	9225	5
2365	5536	5
4577	5536	24
4770	5536	3
1937	2866	25
2431	7789	2
2431	7019	7
2431	3696	9
2433	5374	9
7935	8730	30
2447	5569	14
2447	6164	7
2296	2448	10
2449	3155	63
2454	2455	31
2455	2456	31
2456	2457	30
2457	7436	2
314	2457	4
2457	3741	15
2458	2459	32
2459	2460	30
2460	2461	31
2454	2461	29
2462	2463	29
2458	2463	32
2464	7012	57
2468	5436	11
5044	7520	24
2481	4922	23
2481	8351	2
2485	3946	4
2490	5968	17
2491	4846	5
2492	2499	16
2492	2493	16
2493	2494	17
2494	2495	17
2490	2496	16
2496	2497	16
2497	2498	17
2498	2499	19
2500	5058	62
2514	2701	28
2514	6389	4
2515	6747	20
2517	9146	5
2518	8998	26
2522	9373	2
2522	4772	8
464	2522	13
2522	5375	19
1695	2522	51
2522	3696	38
2431	2522	6
2522	3701	5
2522	8191	55
2525	8309	9
2536	2539	31
2536	2537	33
2538	2541	30
2538	2539	31
2540	2543	29
2541	7401	6
2540	2541	29
2542	2543	32
2537	2544	32
2544	2545	30
2548	7422	31
2552	8674	6
2553	9206	14
1068	2553	11
2558	2559	18
2559	8026	14
2560	2561	17
2561	2562	17
2562	2563	16
2563	2564	17
2564	2565	16
2565	2566	17
2566	2567	16
2558	2567	18
2572	2573	5
2576	2577	6
474	2581	4
1256	3991	63
2589	3138	5
2590	8096	10
2591	7762	63
2592	3577	9
2592	3018	4
2592	8284	6
2592	4483	20
2592	3844	2
81	2592	5
1795	2596	5
802	2596	5
940	2596	5
2596	5662	5
2596	4940	5
2596	4774	5
2597	6464	17
2599	6261	9
2006	2600	21
2604	2605	5
2605	2606	5
2607	2608	7
2608	2609	4
2610	2611	6
2611	2612	6
5654	6578	6
2615	8355	9
1947	2615	4
1958	9114	10
529	1413	37
2626	5278	10
2628	2629	13
2629	6777	11
2630	2637	35
2630	2631	38
2631	2632	38
2632	2633	38
2634	7470	36
2634	2635	37
2635	2636	37
2636	2637	35
1263	8440	3
2633	2639	39
2639	2640	38
2641	6625	42
2642	2648	5
2641	2643	40
2644	2645	6
2645	2646	5
2647	8890	5
2648	2649	7
2644	2651	6
2652	2654	37
2653	2656	37
2653	2654	40
2655	2658	36
2655	2656	36
2657	2660	35
2657	2658	37
624	2659	36
2659	2660	39
36	2661	54
2665	2666	30
2666	2667	31
2667	3699	13
2643	2671	42
2671	2672	40
1469	8306	15
2233	2685	56
2685	2686	59
3731	5081	10
403	3609	62
2698	4915	24
2698	7767	16
2700	6215	14
2701	6389	28
136	2705	14
2706	3116	26
2707	7248	46
2707	4405	3
2707	4637	54
2715	3418	31
2721	3418	29
2717	2718	30
2715	2718	31
2719	2720	29
2720	2723	28
2721	2722	29
2719	2722	28
2723	2724	28
156	2724	30
2727	7347	6
161	2728	63
5751	6661	63
2735	7441	62
2736	8407	62
2737	2738	18
2738	7267	17
2739	7264	16
2741	7266	15
1906	2742	51
2741	2744	17
2745	2746	17
2739	2746	18
2747	7191	17
2747	2748	18
2749	2756	17
2749	2750	15
2750	2751	16
2751	2752	17
2748	2753	19
2753	2754	15
2754	5468	14
2754	2755	18
2755	2756	18
232	2757	30
818	2758	61
2758	4772	3
2758	8557	59
2758	7740	59
2758	8484	61
1405	2758	14
2758	3797	55
774	2758	16
654	2758	61
2758	3696	14
2758	3724	17
2758	3233	60
2758	8839	61
2760	3131	5
2762	3801	63
2767	4052	16
2772	4052	16
2770	2771	17
2771	4138	17
2772	2773	16
2770	2773	18
1836	2774	21
2774	2775	17
2777	4138	18
3547	3550	28
377	8289	10
2788	4473	39
377	2789	10
408	7541	10
2791	3625	24
2792	6811	19
2793	5923	3
412	2795	24
2795	5184	8
2426	2795	12
2798	6542	62
1184	2798	27
1996	1999	36
1100	2815	63
1286	2816	39
1795	2817	5
2817	4774	5
802	2817	5
940	2817	6
2817	5662	6
2817	4940	4
2820	5146	3
2822	2823	6
2824	4193	63
2824	2827	53
2825	7337	40
2828	7597	2
2836	8261	29
1135	2837	52
1506	2838	27
2839	3321	26
2841	2842	17
2842	7384	16
2843	2844	17
2841	2844	18
2845	2846	16
2843	2846	16
2847	2848	15
2845	2848	18
2849	2850	17
2847	2850	16
2851	2852	30
2852	5789	28
2853	2854	29
2851	2854	28
2855	2856	28
2853	2856	29
2855	2858	31
2864	2865	28
2867	2869	9
2869	8408	5
2869	6343	61
474	8486	7
2878	6275	5
2875	3566	5
803	2880	62
2795	2881	25
2882	2883	16
2882	8386	16
2883	8512	15
2886	2887	12
2887	2899	11
2888	8541	13
1140	5536	2
2890	2891	12
2888	2891	11
2892	2893	12
2890	2893	9
2894	5954	63
1238	1540	61
1252	7419	14
1252	6504	11
2907	3487	3
2907	6028	27
2908	8719	14
2908	6657	10
2911	2912	6
1798	2912	6
2913	2914	6
2344	3573	35
2920	2927	8
2921	2922	5
2922	2923	8
2924	2925	6
2925	2926	6
2926	2927	4
2928	2929	30
2929	9091	30
2932	2933	31
2933	2934	29
2934	2935	28
2935	2936	28
2936	2937	30
2937	2938	29
2938	2939	29
2928	2939	30
2940	2941	11
2941	6003	12
2942	2943	10
2940	2943	11
2944	2945	7
2942	2945	9
2946	2947	11
2944	2947	9
2948	2949	12
2946	2949	10
2950	2951	31
2951	2956	31
2952	2953	29
2950	2953	31
2954	2955	31
2956	8767	28
2954	8767	31
2962	2963	31
2952	2963	30
2968	2969	17
2966	2969	20
2970	2971	17
582	2971	18
2972	2973	16
2970	2973	19
494	8274	3
2975	2976	17
2968	2976	16
2977	2980	36
8843	8849	17
2979	6257	38
2979	2980	38
2981	2984	38
2981	2982	39
2978	2983	37
2983	2984	37
2982	2985	39
2985	2986	39
5114	5115	29
2394	2988	14
2990	3952	63
2993	8954	7
2999	8833	11
3001	8833	10
3001	3002	10
878	3004	6
3004	8799	16
3004	8037	4
3004	3005	5
3005	3006	6
3007	3926	3
3007	3008	31
3008	3009	32
3011	9041	8
3010	3015	7
3024	9092	20
3037	6596	6
3043	3044	17
1616	3044	4
3044	3045	15
3045	3046	17
3046	3047	16
3047	3048	17
3048	3049	16
3050	3051	9
3051	3052	11
3052	3053	11
3054	3055	6
3055	6498	5
3057	4707	12
2764	3059	25
9284	9287	5
701	3062	21
6955	9293	24
6907	9299	25
3070	5515	5
3070	4606	26
3071	6666	14
3072	8396	57
3072	4195	37
3072	8486	5
1235	3076	30
91	3080	5
3080	5121	5
8290	8297	10
3087	3088	19
3088	3094	18
